question_id,subject,class,chapter_number,chapter_title,medium,difficulty,answer_type,marks,text,options,key_answer,exam_type,year,group_heading,chapter_id,found_in_pdf,match_score
698c2209ec065fd7420d73ee,english,5,5,PROSE: The Child Who Saved the Forest,English,Average,fill_in_the_blank,2.0,What decision did the President make?,[],,LBA,2025-26,Answer in Two or More Sentences,67ca912d9f0501ae9196ac14,False,45.94594594594594
698c2209ec065fd7420d73ef,english,5,5,PROSE: The Child Who Saved the Forest,English,Average,fill_in_the_blank,2.0,What happened to the animals and birds?,[],,LBA,2025-26,Answer in Two or More Sentences,67ca912d9f0501ae9196ac14,True,51.28205128205128
698c2209ec065fd7420d73f0,english,5,5,PROSE: The Child Who Saved the Forest,English,Average,fill_in_the_blank,2.0,What is the message of the story?,[],,LBA,2025-26,Answer in Two or More Sentences,67ca912d9f0501ae9196ac14,False,45.45454545454546
698c2209ec065fd7420d73f1,english,5,5,PROSE: The Child Who Saved the Forest,English,Average,fill_in_the_blank,1.0,They saw Heera the deer looking sad in the forest.,[],,LBA,2025-26,Story Development,67ca912d9f0501ae9196ac14,True,56.41025641025641
698c2209ec065fd7420d73f2,english,5,5,PROSE: The Child Who Saved the Forest,English,Average,fill_in_the_blank,1.0,Prem and Nasrin wrote a letter with signatures to stop tree cutting.,[],,LBA,2025-26,Story Development,67ca912d9f0501ae9196ac14,False,48.52941176470589
698c2209ec065fd7420d73f3,english,5,5,PROSE: The Child Who Saved the Forest,English,Average,fill_in_the_blank,1.0,The President replied that the forest would be saved.,[],,LBA,2025-26,Story Development,67ca912d9f0501ae9196ac14,False,45.833333333333336
698c2209ec065fd7420d73f4,english,5,5,PROSE: The Child Who Saved the Forest,English,Average,fill_in_the_blank,1.0,Prem heard the trees in the forest would be cut down.,[],,LBA,2025-26,Story Development,67ca912d9f0501ae9196ac14,False,47.05882352941176
698c2209ec065fd7420d73f5,english,5,5,PROSE: The Child Who Saved the Forest,English,Average,fill_in_the_blank,1.0,They went to the forest to find out what was happening.,[],,LBA,2025-26,Story Development,67ca912d9f0501ae9196ac14,False,42.5925925925926
698c2209ec065fd7420d73f6,english,5,5,PROSE: The Child Who Saved the Forest,English,Average,fill_in_the_blank,1.0,Prem told his mother and asked what to do.,[],,LBA,2025-26,Story Development,67ca912d9f0501ae9196ac14,False,45.238095238095234
698c2209ec065fd7420d73f7,english,5,5,PROSE: The Child Who Saved the Forest,English,Difficult,fill_in_the_blank,1.0,Write a character sketch of Prem.,[],,LBA,2025-26,Short Answers,67ca912d9f0501ae9196ac14,False,42.42424242424242
698c2209ec065fd7420d73f8,english,5,5,PROSE: The Child Who Saved the Forest,English,Difficult,fill_in_the_blank,1.0,Write a character sketch of Nasrin.,[],,LBA,2025-26,Short Answers,67ca912d9f0501ae9196ac14,False,45.71428571428572
698c2209ec065fd7420d73f9,english,5,5,PROSE: The Child Who Saved the Forest,English,Difficult,fill_in_the_blank,1.0,Write a character sketch of Prem’s mother.,[],,LBA,2025-26,Short Answers,67ca912d9f0501ae9196ac14,False,41.463414634146346
698c2209ec065fd7420d73fa,english,5,5,PROSE: The Child Who Saved the Forest,English,Difficult,fill_in_the_blank,1.0,Write a character sketch of Heera the deer.,[],,LBA,2025-26,Short Answers,67ca912d9f0501ae9196ac14,False,41.860465116279066
698c2209ec065fd7420d73fb,english,5,5,PROSE: The Child Who Saved the Forest,English,Difficult,fill_in_the_blank,1.0,Write a character sketch of the President of the Gramasabha.,[],,LBA,2025-26,Short Answers,67ca912d9f0501ae9196ac14,False,43.333333333333336
698c2209ec065fd7420d73fc,english,5,5,PROSE: The Child Who Saved the Forest,English,Difficult,fill_in_the_blank,1.0,How do Prem and Nasrin show teamwork and care for nature?,[],,LBA,2025-26,Short Answers,67ca912d9f0501ae9196ac14,False,42.10526315789473
698c2209ec065fd7420d73fd,english,5,5,PROSE: The Child Who Saved the Forest,English,Average,fill_in_the_blank,1.0,What is the picture about?,[],,LBA,2025-26,Picture Description,67ca912d9f0501ae9196ac14,False,46.15384615384615
698c2209ec065fd7420d73fe,english,5,5,PROSE: The Child Who Saved the Forest,English,Average,fill_in_the_blank,1.0,Name the animals you see in the picture?,[],,LBA,2025-26,Picture Description,67ca912d9f0501ae9196ac14,False,47.5
698c2209ec065fd7420d73ff,english,5,5,PROSE: The Child Who Saved the Forest,English,Average,fill_in_the_blank,1.0,Are they happy/sad?,[],,LBA,2025-26,Picture Description,67ca912d9f0501ae9196ac14,False,47.36842105263158
698c2209ec065fd7420d7400,english,5,5,PROSE: The Child Who Saved the Forest,English,Average,fill_in_the_blank,1.0,Write two slogans about forest.,[],,LBA,2025-26,Picture Description,67ca912d9f0501ae9196ac14,False,48.38709677419355
698c2209ec065fd7420d7331,english,5,3,PROSE: True Friendship,English,Easy,fill_in_the_blank,1.0,"Dionysius was the king of ________
a. Greek
b. Syracuse
c. USA
d. New York",[],,LBA,2025-26,Fill in the Blanks,67ca912d9f0501ae9196abfb,False,35.13513513513513
698c2209ec065fd7420d7332,english,5,3,PROSE: True Friendship,English,Easy,fill_in_the_blank,1.0,"________ is the theme of the lesson.
a. True friendship
b. Punishment
c. The two friends
d. Hatred",[],,LBA,2025-26,Fill in the Blanks,67ca912d9f0501ae9196abfb,False,41.83006535947712
698c2209ec065fd7420d7333,english,5,3,PROSE: True Friendship,English,Easy,fill_in_the_blank,1.0,"Damon agreed to go to ________ in the place of Pythias.
a. palace
b. prison
c. park
d. police station",[],,LBA,2025-26,Fill in the Blanks,67ca912d9f0501ae9196abfb,False,37.62376237623762
698c2209ec065fd7420d7334,english,5,3,PROSE: True Friendship,English,Easy,fill_in_the_blank,1.0,"Damon and Pythias lived in the city of ________
a. Greek
b. Syracuse
c. USA
d. New York",[],,LBA,2025-26,Fill in the Blanks,67ca912d9f0501ae9196abfb,False,36.7816091954023
698c2209ec065fd7420d7335,english,5,3,PROSE: True Friendship,English,Easy,fill_in_the_blank,1.0,"Damon was sure that his friend would never ________
a. keep his word
b. run away
c. delay
d. break his word",[],,LBA,2025-26,Fill in the Blanks,67ca912d9f0501ae9196abfb,False,40.18691588785048
698c2209ec065fd7420d7336,english,5,3,PROSE: True Friendship,English,Easy,fill_in_the_blank,1.0,"The meaning of the word execution is ________
a. saving life
b. putting to death
c. to dismiss
d. to support",[],,LBA,2025-26,Fill in the Blanks,67ca912d9f0501ae9196abfb,False,37.83783783783784
698c2209ec065fd7420d7337,english,5,3,PROSE: True Friendship,English,Easy,fill_in_the_blank,1.0,"We should be kind ________ our friends.
a. at
b. for
c. with
d. to",[],,LBA,2025-26,Fill in the Blanks,67ca912d9f0501ae9196abfb,False,41.07142857142857
698c2209ec065fd7420d7338,english,5,3,PROSE: True Friendship,English,Easy,fill_in_the_blank,1.0,"Which of the following is a pronoun?
a. honesty
b. they
c. truth
d. help",[],,LBA,2025-26,One Sentence Answers,67ca912d9f0501ae9196abfb,False,40.57971014492754
698c2209ec065fd7420d7339,english,5,3,PROSE: True Friendship,English,Easy,fill_in_the_blank,1.0,"A good friend never tells ________ lies.
a. a
b. an
c. any
d. some",[],,LBA,2025-26,Fill in the Blanks,67ca912d9f0501ae9196abfb,False,36.36363636363637
698c2209ec065fd7420d733a,english,5,3,PROSE: True Friendship,English,Easy,fill_in_the_blank,1.0,"Friendship means to care ________ each other.
a. for
b. at
c. on
d. by",[],,LBA,2025-26,Fill in the Blanks,67ca912d9f0501ae9196abfb,False,39.41605839416058
698c2209ec065fd7420d733b,english,5,3,PROSE: True Friendship,English,Easy,fill_in_the_blank,1.0,"________ is the plural noun.
a. honesty
b. truth
c. friends
d. kindness",[],,LBA,2025-26,Fill in the Blanks,67ca912d9f0501ae9196abfb,False,41.13475177304965
698c2209ec065fd7420d733c,english,5,3,PROSE: True Friendship,English,Average,fill_in_the_blank,1.0,Pythias and Damon kept their ________,[],,LBA,2025-26,Fill in the Blanks,67ca912d9f0501ae9196abfb,False,40.54054054054054
698c2209ec065fd7420d733d,english,5,3,PROSE: True Friendship,English,Average,fill_in_the_blank,1.0,Pythias was sentenced to ________ for speaking against the king.,[],,LBA,2025-26,Fill in the Blanks,67ca912d9f0501ae9196abfb,False,37.5
698c2209ec065fd7420d733e,english,5,3,PROSE: True Friendship,English,Average,fill_in_the_blank,1.0,Damon and Pythias were known for their strong ________,[],,LBA,2025-26,Fill in the Blanks,67ca912d9f0501ae9196abfb,False,38.775510204081634
698c2209ec065fd7420d733f,english,5,3,PROSE: True Friendship,English,Average,fill_in_the_blank,1.0,The king allowed Pythias to go home after Damon agreed to stay as a ________,[],,LBA,2025-26,Fill in the Blanks,67ca912d9f0501ae9196abfb,False,39.47368421052632
698c2209ec065fd7420d7340,english,5,3,PROSE: True Friendship,English,Average,fill_in_the_blank,1.0,Pythias was delayed because he faced many ________,[],,LBA,2025-26,Fill in the Blanks,67ca912d9f0501ae9196abfb,False,38.38383838383839
698c2209ec065fd7420d7341,english,5,3,PROSE: True Friendship,English,Average,fill_in_the_blank,1.0,Damon never lost ________ in his friend.,[],,LBA,2025-26,Fill in the Blanks,67ca912d9f0501ae9196abfb,False,42.50000000000001
698c2209ec065fd7420d7342,english,5,3,PROSE: True Friendship,English,Average,fill_in_the_blank,1.0,The story teaches us the value of true ________,[],,LBA,2025-26,Fill in the Blanks,67ca912d9f0501ae9196abfb,False,40.42553191489362
698c2209ec065fd7420d7343,english,5,3,PROSE: True Friendship,English,Average,fill_in_the_blank,1.0,The rulers of Syracuse was________,[],,LBA,2025-26,Fill in the Blanks,67ca912d9f0501ae9196abfb,False,38.23529411764706
698c2209ec065fd7420d7344,english,5,3,PROSE: True Friendship,English,Average,match_the_following,1.0,III. 25. Match the following ROOMS                                                   THINGS • Living room                                         a. plants • Kitchen                                                 b. vehicles • Bedroom                                              c. books • Study room                                          d. swing • Toilet                                                     e. wardrobe • Bathroom                                             f. knife • Compound                                           g. old furniture • Store room                                           h. bath tub • Balcony                                                  I. flush • Basement                                              j. sofa,[],,LBA,2025-26,Match the Following,67ca912d9f0501ae9196abfb,False,36.36363636363637
698c2209ec065fd7420d7345,english,5,3,PROSE: True Friendship,English,Easy,odd_one_out,1.0,"prison, friendship, punishment, king.",[],,LBA,2025-26,Find the Odd One Out,67ca912d9f0501ae9196abfb,False,43.24324324324324
698c2209ec065fd7420d7346,english,5,3,PROSE: True Friendship,English,Easy,odd_one_out,1.0,"truth, loyalty, lie, honesty.",[],,LBA,2025-26,Find the Odd One Out,67ca912d9f0501ae9196abfb,False,41.3793103448276
698c2209ec065fd7420d7347,english,5,3,PROSE: True Friendship,English,Easy,odd_one_out,1.0,"Damon, Pythias, Dionysius, soldier.",[],,LBA,2025-26,Find the Odd One Out,67ca912d9f0501ae9196abfb,False,40.0
698c2209ec065fd7420d7348,english,5,3,PROSE: True Friendship,English,Easy,odd_one_out,1.0,"friend, king, city, trust.",[],,LBA,2025-26,Find the Odd One Out,67ca912d9f0501ae9196abfb,False,46.15384615384615
698c2209ec065fd7420d7349,english,5,3,PROSE: True Friendship,English,Easy,odd_one_out,1.0,"king, friend, palace, minister.",[],,LBA,2025-26,Find the Odd One Out,67ca912d9f0501ae9196abfb,False,38.70967741935484
698c2209ec065fd7420d734a,english,5,3,PROSE: True Friendship,English,Average,fill_in_the_blank,1.0,A loyal friend,[],,LBA,2025-26,One Sentence Answers,67ca912d9f0501ae9196abfb,False,42.85714285714286
698c2209ec065fd7420d734b,english,5,3,PROSE: True Friendship,English,Average,fill_in_the_blank,1.0,A cruel king,[],,LBA,2025-26,One Sentence Answers,67ca912d9f0501ae9196abfb,True,50.0
698c2209ec065fd7420d734c,english,5,3,PROSE: True Friendship,English,Average,fill_in_the_blank,1.0,Sentenced to death,[],,LBA,2025-26,One Sentence Answers,67ca912d9f0501ae9196abfb,True,50.0
698c2209ec065fd7420d734d,english,5,3,PROSE: True Friendship,English,Average,fill_in_the_blank,1.0,Evil minded,[],,LBA,2025-26,One Sentence Answers,67ca912d9f0501ae9196abfb,True,54.54545454545454
698c2209ec065fd7420d734e,english,5,3,PROSE: True Friendship,English,Average,fill_in_the_blank,1.0,Delayed,[],,LBA,2025-26,One Sentence Answers,67ca912d9f0501ae9196abfb,True,57.14285714285714
698c2209ec065fd7420d734f,english,5,3,PROSE: True Friendship,English,Average,fill_in_the_blank,1.0,Last wish,[],,LBA,2025-26,One Sentence Answers,67ca912d9f0501ae9196abfb,True,55.55555555555556
698c2209ec065fd7420d7350,english,5,3,PROSE: True Friendship,English,Average,fill_in_the_blank,1.0,True friend,[],,LBA,2025-26,One Sentence Answers,67ca912d9f0501ae9196abfb,True,54.54545454545454
698c2209ec065fd7420d7351,english,5,3,PROSE: True Friendship,English,Average,fill_in_the_blank,1.0,Dangers,[],,LBA,2025-26,One Sentence Answers,67ca912d9f0501ae9196abfb,True,57.14285714285714
698c2209ec065fd7420d7352,english,5,3,PROSE: True Friendship,English,Average,fill_in_the_blank,1.0,Amazed,[],,LBA,2025-26,One Sentence Answers,67ca912d9f0501ae9196abfb,True,50.0
698c2209ec065fd7420d7353,english,5,3,PROSE: True Friendship,English,Average,fill_in_the_blank,1.0,Changed mind,[],,LBA,2025-26,One Sentence Answers,67ca912d9f0501ae9196abfb,True,58.33333333333333
698c2209ec065fd7420d7354,english,5,3,PROSE: True Friendship,English,Difficult,fill_in_the_blank,1.0,Who were Damon and Pythias?,[],,LBA,2025-26,Short Answers,67ca912d9f0501ae9196abfb,False,40.74074074074075
698c2209ec065fd7420d7355,english,5,3,PROSE: True Friendship,English,Difficult,fill_in_the_blank,1.0,Why did the king arrest Pythias?,[],,LBA,2025-26,Short Answers,67ca912d9f0501ae9196abfb,False,46.875
698c2209ec065fd7420d7356,english,5,3,PROSE: True Friendship,English,Difficult,fill_in_the_blank,1.0,What did Pythias request before his punishment?,[],,LBA,2025-26,Short Answers,67ca912d9f0501ae9196abfb,False,40.86021505376344
698c2209ec065fd7420d7357,english,5,3,PROSE: True Friendship,English,Difficult,fill_in_the_blank,1.0,How did Damon help his friend?,[],,LBA,2025-26,Short Answers,67ca912d9f0501ae9196abfb,False,40.0
698c2209ec065fd7420d7358,english,5,3,PROSE: True Friendship,English,Difficult,fill_in_the_blank,1.0,What happened when Pythias returned on time?,[],,LBA,2025-26,Short Answers,67ca912d9f0501ae9196abfb,False,43.18181818181818
698c2209ec065fd7420d7359,english,5,3,PROSE: True Friendship,English,Difficult,fill_in_the_blank,1.0,What does the story teach us about friendship?,[],,LBA,2025-26,Short Answers,67ca912d9f0501ae9196abfb,False,41.30434782608695
698c2209ec065fd7420d735a,english,5,3,PROSE: True Friendship,English,Difficult,fill_in_the_blank,1.0,Why did the king agree to let Pythias go home?,[],,LBA,2025-26,Short Answers,67ca912d9f0501ae9196abfb,False,41.30434782608695
698c2209ec065fd7420d735b,english,5,3,PROSE: True Friendship,English,Difficult,fill_in_the_blank,1.0,What shows that Damon trusted Pythias completely?,[],,LBA,2025-26,Short Answers,67ca912d9f0501ae9196abfb,False,38.775510204081634
698c2209ec065fd7420d735c,english,5,3,PROSE: True Friendship,English,Difficult,fill_in_the_blank,1.0,How did Pythias prove that he was a true friend?,[],,LBA,2025-26,Short Answers,67ca912d9f0501ae9196abfb,False,43.75
698c2209ec065fd7420d735d,english,5,3,PROSE: True Friendship,English,Difficult,fill_in_the_blank,1.0,What did the king learn from Damon and Pythias?,[],,LBA,2025-26,Short Answers,67ca912d9f0501ae9196abfb,False,40.42553191489362
698c2209ec065fd7420d735e,english,5,3,PROSE: True Friendship,English,Average,fill_in_the_blank,1.0,Describe the character of the king in the beginning and end of the story.,[],,LBA,2025-26,Short Answers,67ca912d9f0501ae9196abfb,False,41.7910447761194
698c2209ec065fd7420d735f,english,5,3,PROSE: True Friendship,English,Average,fill_in_the_blank,1.0,My name: ________,[],,LBA,2025-26,Fill in the Blanks,67ca912d9f0501ae9196abfb,False,29.411764705882348
698c2209ec065fd7420d7360,english,5,3,PROSE: True Friendship,English,Average,fill_in_the_blank,1.0,My father’s name: ________,[],,LBA,2025-26,Fill in the Blanks,67ca912d9f0501ae9196abfb,False,35.55555555555555
698c2209ec065fd7420d7361,english,5,3,PROSE: True Friendship,English,Average,fill_in_the_blank,1.0,My mother’s name: ________,[],,LBA,2025-26,Fill in the Blanks,67ca912d9f0501ae9196abfb,False,35.55555555555555
698c2209ec065fd7420d7362,english,5,3,PROSE: True Friendship,English,Average,fill_in_the_blank,1.0,My date of birth: ________,[],,LBA,2025-26,Fill in the Blanks,67ca912d9f0501ae9196abfb,False,39.13043478260869
698c2209ec065fd7420d7363,english,5,3,PROSE: True Friendship,English,Average,fill_in_the_blank,1.0,My school name: ________,[],,LBA,2025-26,Fill in the Blanks,67ca912d9f0501ae9196abfb,False,33.333333333333336
698c2209ec065fd7420d7364,english,5,3,PROSE: True Friendship,English,Average,fill_in_the_blank,1.0,My favourite hobby: ________,[],,LBA,2025-26,Fill in the Blanks,67ca912d9f0501ae9196abfb,False,35.55555555555555
698c2209ec065fd7420d7365,english,5,3,PROSE: True Friendship,English,Average,fill_in_the_blank,1.0,My best friend: ________,[],,LBA,2025-26,Fill in the Blanks,67ca912d9f0501ae9196abfb,False,37.5
698c2209ec065fd7420d7366,english,5,3,PROSE: True Friendship,English,Average,fill_in_the_blank,1.0,My favourite dish: ________,[],,LBA,2025-26,Fill in the Blanks,67ca912d9f0501ae9196abfb,False,36.36363636363637
698c2209ec065fd7420d7367,english,5,3,PROSE: True Friendship,English,Average,fill_in_the_blank,1.0,"VIII. 60. Identify the speech sound in the following words Ground, pound, round, bound, found, blue, true, que, dew, few, clue, glue, new, view, cup, pup, sup, rub, tub, hub, club, dub",[],,LBA,2025-26,One Sentence Answers,67ca912d9f0501ae9196abfb,False,34.285714285714285
698c2209ec065fd7420d7368,english,5,3,PROSE: True Friendship,English,Average,fill_in_the_blank,1.0,IX. 61. Draw a scene showing two best friends helping each other. (Like one child helping another who has fallen down or sharing an umbrella),[],,LBA,2025-26,One Sentence Answers,67ca912d9f0501ae9196abfb,False,40.16736401673641
698c22dcec065fd7420d78f5,english,6,8,POEM: ALL THINGS BRIGHT AND BEAUTIFUL,English,Easy,fill_in_the_blank,1.0,"God has made ………. 
A) Bright and beautiful things.
B) Great and Small creations
C) Wise and wonderful things            D) All of the above",[],,LBA,2025-26,One Sentence Answers,67ca912d9f0501ae9196acd9,False,42.85714285714286
698c22dcec065fd7420d78f6,english,6,8,POEM: ALL THINGS BRIGHT AND BEAUTIFUL,English,Easy,mcq,1.0,An open area of grassland is called……….,"[""Meadows"", ""field"", ""garden"", ""playground""]",,LBA,2025-26,Multiple Choice Questions,67ca912d9f0501ae9196acd9,False,40.0
698c22dcec065fd7420d78f7,english,6,8,POEM: ALL THINGS BRIGHT AND BEAUTIFUL,English,Easy,mcq,1.0,The poet of the poem “All the things bright and beautiful” is …………,"[""Sarojini Naidu"", ""C F Alexander"", ""T S Eliot"", ""John Keats""]",,LBA,2025-26,Multiple Choice Questions,67ca912d9f0501ae9196acd9,False,43.41085271317829
698c22dcec065fd7420d78f8,english,6,8,POEM: ALL THINGS BRIGHT AND BEAUTIFUL,English,Easy,fill_in_the_blank,1.0,The ________ apple is on the table.,[],,LBA,2025-26,Fill in the Blanks,67ca912d9f0501ae9196acd9,True,51.42857142857142
698c22dcec065fd7420d78f9,english,6,8,POEM: ALL THINGS BRIGHT AND BEAUTIFUL,English,Easy,fill_in_the_blank,1.0,The ice cream is ________,[],,LBA,2025-26,Fill in the Blanks,67ca912d9f0501ae9196acd9,True,64.0
698c22dcec065fd7420d78fa,english,6,8,POEM: ALL THINGS BRIGHT AND BEAUTIFUL,English,Easy,fill_in_the_blank,1.0,A ________ boy.,[],,LBA,2025-26,Fill in the Blanks,67ca912d9f0501ae9196acd9,True,66.66666666666667
698c22dcec065fd7420d78fb,english,6,8,POEM: ALL THINGS BRIGHT AND BEAUTIFUL,English,Easy,fill_in_the_blank,1.0,They live in a ________ house.,[],,LBA,2025-26,Fill in the Blanks,67ca912d9f0501ae9196acd9,True,60.0
698c22dcec065fd7420d78fc,english,6,8,POEM: ALL THINGS BRIGHT AND BEAUTIFUL,English,Easy,fill_in_the_blank,1.0,It is ________ today.,[],,LBA,2025-26,Fill in the Blanks,67ca912d9f0501ae9196acd9,True,71.42857142857143
698c22dcec065fd7420d78fd,english,6,8,POEM: ALL THINGS BRIGHT AND BEAUTIFUL,English,Average,match_the_following,1.0,III. 10. Match the Opposite words. A                              B a) Open                       take b) Wise                        none c) Everything              huge d) Give                        everywhere e) Tiny                        dull f) All                          foolish g) Bright                     nothing h) Nowhere                 close,[],,LBA,2025-26,Match the Following,67ca912d9f0501ae9196acd9,False,43.63636363636364
698c22dcec065fd7420d78fe,english,6,8,POEM: ALL THINGS BRIGHT AND BEAUTIFUL,English,Average,fill_in_the_blank,1.0,What types of things has God made?,[],,LBA,2025-26,Short Answers,67ca912d9f0501ae9196acd9,False,47.05882352941176
698c22dcec065fd7420d78ff,english,6,8,POEM: ALL THINGS BRIGHT AND BEAUTIFUL,English,Easy,fill_in_the_blank,1.0,Who made everything in the world?,[],,LBA,2025-26,Short Answers,67ca912d9f0501ae9196acd9,True,51.51515151515152
698c22dcec065fd7420d7900,english,6,8,POEM: ALL THINGS BRIGHT AND BEAUTIFUL,English,Difficult,fill_in_the_blank,1.0,Why did God give us eyes and lips?,[],,LBA,2025-26,Short Answers,67ca912d9f0501ae9196acd9,True,50.0
698c22dcec065fd7420d7901,english,6,8,POEM: ALL THINGS BRIGHT AND BEAUTIFUL,English,Average,fill_in_the_blank,1.0,What has God made?,[],,LBA,2025-26,Short Answers,67ca912d9f0501ae9196acd9,False,44.44444444444444
698c22dcec065fd7420d7902,english,6,8,POEM: ALL THINGS BRIGHT AND BEAUTIFUL,English,Average,fill_in_the_blank,1.0,What are the little things in this poem?,[],,LBA,2025-26,Short Answers,67ca912d9f0501ae9196acd9,True,50.0
698c22dcec065fd7420d7903,english,6,8,POEM: ALL THINGS BRIGHT AND BEAUTIFUL,English,Average,fill_in_the_blank,1.0,V. 16. Should we thank God for the things that he has created for us. Why? -----@@@@@-----,[],,LBA,2025-26,One Sentence Answers,67ca912d9f0501ae9196acd9,False,41.11111111111111
698c22dcec065fd7420d7891,english,6,4,POEM: A SONNET FOR MY INCOMPARABLE MOTHER,English,Average,fill_in_the_blank,1.0,"Find the synonym of the word ‘Sympathy’. 
A) Pity
B) Anger
C) Hatred
D) Cruelty",[],,LBA,2025-26,One Sentence Answers,67ca912d9f0501ae9196ad20,False,39.175257731958766
698c22dcec065fd7420d7892,english,6,4,POEM: A SONNET FOR MY INCOMPARABLE MOTHER,English,Easy,fill_in_the_blank,1.0,"Find the rhyming word for ‘Way’. 
A) Day
B) Weigh
C) Whale
D) Hare",[],,LBA,2025-26,One Sentence Answers,67ca912d9f0501ae9196ad20,False,33.057851239669425
698c22dcec065fd7420d7893,english,6,4,POEM: A SONNET FOR MY INCOMPARABLE MOTHER,English,Easy,fill_in_the_blank,1.0,"Find the antonym of the word ‘Kind’. 
A) Happy
B) Cruel
C) Empathy
D) Compassion",[],,LBA,2025-26,One Sentence Answers,67ca912d9f0501ae9196ad20,False,37.16814159292036
698c22dcec065fd7420d7894,english,6,4,POEM: A SONNET FOR MY INCOMPARABLE MOTHER,English,Easy,fill_in_the_blank,1.0,"Identify the correctly spelt word.  
A) Greif
B) Grief
C) Greef
D) Grif",[],,LBA,2025-26,One Sentence Answers,67ca912d9f0501ae9196ad20,False,36.0655737704918
698c22dcec065fd7420d7895,english,6,4,POEM: A SONNET FOR MY INCOMPARABLE MOTHER,English,Average,fill_in_the_blank,1.0,"What does the poet urge the readers to do? 
A) To be indifferent to others
B) To sympathize with others
C) To ignore other’s problems
D) To criticize them",[],,LBA,2025-26,One Sentence Answers,67ca912d9f0501ae9196ad20,False,43.548387096774185
698c22dcec065fd7420d7896,english,6,4,POEM: A SONNET FOR MY INCOMPARABLE MOTHER,English,Average,fill_in_the_blank,1.0,"‘His looks were cold’, who is ‘his’ referred to?",[],,LBA,2025-26,One Sentence Answers,67ca912d9f0501ae9196ad20,False,38.63636363636363
698c22dcec065fd7420d7897,english,6,4,POEM: A SONNET FOR MY INCOMPARABLE MOTHER,English,Average,fill_in_the_blank,1.0,What does the speaker value more than gold?,[],,LBA,2025-26,One Sentence Answers,67ca912d9f0501ae9196ad20,False,37.2093023255814
698c22dcec065fd7420d7898,english,6,4,POEM: A SONNET FOR MY INCOMPARABLE MOTHER,English,Difficult,fill_in_the_blank,1.0,What values are highlighted in the poor man’s action?,[],,LBA,2025-26,One Sentence Answers,67ca912d9f0501ae9196ad20,False,39.53488372093024
698c22dcec065fd7420d7899,english,6,4,POEM: A SONNET FOR MY INCOMPARABLE MOTHER,English,Average,fill_in_the_blank,1.0,What did the proud man’s behavior show?,[],,LBA,2025-26,One Sentence Answers,67ca912d9f0501ae9196ad20,False,38.888888888888886
698c22dcec065fd7420d789a,english,6,4,POEM: A SONNET FOR MY INCOMPARABLE MOTHER,English,Average,fill_in_the_blank,1.0,How does the poet repay the person’s kindness?,[],,LBA,2025-26,One Sentence Answers,67ca912d9f0501ae9196ad20,False,41.02564102564102
698c22dcec065fd7420d789b,english,6,4,POEM: A SONNET FOR MY INCOMPARABLE MOTHER,English,Difficult,fill_in_the_blank,1.0,How does the poet feel about the person’s sympathy?,[],,LBA,2025-26,One Sentence Answers,67ca912d9f0501ae9196ad20,False,37.89473684210526
698c22dcec065fd7420d789c,english,6,4,POEM: A SONNET FOR MY INCOMPARABLE MOTHER,English,Difficult,fill_in_the_blank,3.0,Describe the poet’s feelings towards the person who showed sympathy.,[],,LBA,2025-26,Answer in Three or More Sentences,67ca912d9f0501ae9196ad20,False,36.8421052631579
698c22dcec065fd7420d789d,english,6,4,POEM: A SONNET FOR MY INCOMPARABLE MOTHER,English,Difficult,fill_in_the_blank,3.0,How does the poem highlight the importance of sympathy and kindness?,[],,LBA,2025-26,Answer in Three or More Sentences,67ca912d9f0501ae9196ad20,False,37.383177570093466
698c22dcec065fd7420d789e,english,6,4,POEM: A SONNET FOR MY INCOMPARABLE MOTHER,English,Difficult,fill_in_the_blank,5.0,"Describe the theme of sympathy in the poem. How does the poet convey its
importance?",[],,LBA,2025-26,Answer in Six or More Sentences,67ca912d9f0501ae9196ad20,False,37.93103448275862
698c22dcec065fd7420d789f,english,6,4,POEM: A SONNET FOR MY INCOMPARABLE MOTHER,English,Difficult,fill_in_the_blank,5.0,"Analyze the poet’s attitude towards material wealth and sympathy. What message do you
think the poet wants to convey?",[],,LBA,2025-26,Answer in Six or More Sentences,67ca912d9f0501ae9196ad20,False,40.35087719298246
698c22dcec065fd7420d78a0,english,6,4,POEM: A SONNET FOR MY INCOMPARABLE MOTHER,English,Average,fill_in_the_blank,1.0,"“His looks were cold; he gave me gold”. 
a) Who is the speaker?
b) Whose looks were cold?
c) Write a rhyming word that rhyme with ‘Gold’?",[],,LBA,2025-26,Read and Answer,67ca912d9f0501ae9196ad20,False,37.096774193548384
698c22dcec065fd7420d78a1,english,6,4,POEM: A SONNET FOR MY INCOMPARABLE MOTHER,English,Average,fill_in_the_blank,1.0,"‘He watched me night and day’. 
a) Who is the speaker?
b) Who was watching the speaker?
c) From which poem these lines are extracted?",[],,LBA,2025-26,Read and Answer,67ca912d9f0501ae9196ad20,False,40.32258064516129
698c22dcec065fd7420d78a2,english,6,4,POEM: A SONNET FOR MY INCOMPARABLE MOTHER,English,Average,fill_in_the_blank,1.0,"A hungry dog________ searching food ________fond of a bone________ happy________
crossing a bridge ________saw own reflection ________another dog________ bark________
bone fell ________ water________ dog________ foolish________ home________ disappointed________
Moral: ________",[],,LBA,2025-26,Story Development,67ca912d9f0501ae9196ad20,False,33.87096774193549
